team_global_id,player_global_id,player_firstname,player_lastname,player_position,player_number,player_status,           player_id,player_height,player_weight,player_birthdate,           player_birthcity,player_birthstate,player_birthcountry,player_schoolid,           player_school,player_highschoolstate,player_firstyear,player_experience,           player_suspended,player_draftround,player_draftpick,
20,402984,Lavoy,Allen,Forward-Center,50,true,4932,81,225,1989,Morrisville,Pennsylvania,United States,15,Temple,PA,2011,1,false,2,20,
20,297592,Sam,Young,Guard-Forward,7,true,4641,78,220,1985,Washington,District of Columbia,United States,12,Pittsburgh,MD,2009,3,false,2,6,
20,3345,Francisco,Elson,Forward-Center,16,false,3364,84,240,1976,Rotterdam,,Netherlands,59,California,,2003,9,false,2,12,
20,329551,Xavier,Silas,Shooting Guard,25,true,4962,77,205,1988,Austin,Texas,United States,42,Northern Illinois,,2011,1,false,Undrafted,,
20,329683,Thaddeus,Young,Forward,21,true,4290,80,220,1988,New Orleans,Louisiana,United States,4,Georgia Tech,TN,2007,5,false,1,12,
20,329824,Spencer,Hawes,Center,0,true,4288,85,245,1988,Seattle,Washington,United States,65,Washington,WA,2007,5,false,1,10,
20,292401,Lou,Williams,Guard,23,true,3971,73,175,1986,Lithonia,Georgia,United States,,None,GA,2005,7,false,2,15,
20,173004,Andre,Iguodala,Guard-Forward,9,true,3826,78,207,1984,Springfield,Illinois,United States,57,Arizona,IL,2004,8,false,1,9,
20,3306,Elton,Brand,Forward-Center,42,true,3324,81,254,1979,Peekskill,New York,United States,2,Duke,NY,1999,13,false,1,1,
20,3158,Tony,Battie,Center,4,false,3176,83,240,1976,Dallas,Texas,United States,86,Texas Tech,TX,1997,14,false,1,5,
20,457576,Jrue,Holiday,Point Guard,11,true,4622,76,180,1990,Chatsworth,California,United States,64,UCLA,,2009,3,false,1,17,
21,2617,Grant,Hill,Forward,33,true,2626,80,225,1972,Dallas,Texas,United States,2,Duke,VA,1994,17,false,1,3,
21,65926,Hakim,Warrick,Power Forward,26,true,3945,81,219,1982,Philadelphia,Pennsylvania,United States,14,Syracuse,PA,2005,7,false,1,19,
21,253992,Sebastian,Telfair,Point Guard,31,true,3830,72,170,1985,Brooklyn,New York,United States,,None,NY,2004,8,false,1,13,
